,reviewer_profile,date,rating,title,text
0,https://www.tripadvisor.com/Profile/Sianjmorris,September 2020,5,"Fantastic, wonderful and amazing day out.","Samos fishing trips is a fantastic way to spend a day of your holiday on Samos. I Would highly recommend it to everyone of all ages. From the minute you step on board the superb experience begins........  The hosts are very welcoming and professional; this is also an opportunity to learn a new skill and more about Samos sea life.  The delicious lunch, local wine, glorious scenery and views and the occasional sighting of dolphins all add to this amazing day out.  Diolch yn fawr (thank you very much) we will see you next year.  John and Sian…"
1,https://www.tripadvisor.com/Profile/mariodA4502YX,September 2020,5,If you visit Samos you need to take this trip!,"We wanted to thank you again for the super nice trip. We can only recommend this excursion to others.  Yannis and Nancy give you a very nice welcome, they offer a great program, drinks, swimming and a great atmosphere. This would be the first trip we would do a second time in the same vacation.  At noon they cooked a delicious meal by serving the fish we had caught! It could not be fresher.  We thank you for the great experience which we will probably never forget.  Best wishes, Marina and Mario…"
2,https://www.tripadvisor.com/Profile/juliuso344,September 2020,5,Great Hospitality,"An amazing tour, with people whom are so super friendly and nice. A hidden gem and really a recommendation!"
3,https://www.tripadvisor.com/Profile/philippehelmbaek,August 2020,5,Exceptional daytrip,"Yiannis and Nancy are the sweetest people on earth, and make you feel at home instantly when you arrive at their boat. The trip is amazing where you have time to learn and fish, and get the experience to eat delicious fresh fish after 1 hour. Nancy’s cooking is incredible, and will never forget “Nancy’s spagetthi”. The trip is for everyone and an awesome environment to swim in beautiful places and see the island from the sea. You’ll get a fun day with some lovely warm people, and definetely a trip you will remember for the rest of your life. If you are on Samos, you HAVE to go on this trip.…"
4,https://www.tripadvisor.com/Profile/330normav,August 2020,5,Fantastic,Our best day at Samos! Beautifull locations for fishing and swimming. Excellent food and wine!  The hosts are so welcoming and friendly we had a great day!
0,https://www.tripadvisor.com/Profile/Markv2624,August 2020,5,A day on the waters of Samos,It was a day to never forget.  The crew was verry kind and the food was cooked fresh onboard. We caught a variety of fish. After fishing we went swimming in the most beautyful bay of Samos with blue waters.
1,https://www.tripadvisor.com/Profile/noad550,August 2020,5,Fantastic,"Dear Nancy and Giannis,  Thank you for the wonderful day. We enjoyed everything... The fishing was a great experience, the lunch was outstanding. Your kindness and enthousiasm is appreciated in many ways. We will meet again. To others: I would recommend this trip to everyone..."
2,https://www.tripadvisor.com/Profile/986niekr,July 2020,5,One of the best days on the island,Amazing day with 2 of the nicest people you'll meet! Beautiful swimming locations and everybody will catch fish!
3,https://www.tripadvisor.com/Profile/petrabI6201XL,August 2020,5,Fantastic and amazing fishing trip,"What an amazing day i had yesterday with this lovely couple Giannis and Nansy.  So good organized, beautiful and delicious food, super cold drinks, we had a fantastic group of people and you visit the most beautiful bay's of Samos. I will make the trip again."
4,https://www.tripadvisor.com/Profile/Gaelle123A,July 2020,5,Amazing day trip,I booked this excursion as a surprise for my husband and father. They had the most amazing day! We dropped them off just before 9AM and picked them up around 7PM. When we picked them up they couldn’t stop talking about how awesome everything was. They were super happy with what…
0,https://www.tripadvisor.com/Profile/Fittiworld,September 2019,5,Simply the best....,"Amazing boat trip with Yiannis and Nancy on honeymoon holiday. What an experience, 10 of us started and by the end of the day we were all friends. Yiannis had so much time for everyone and Nancy’s cooking was first class. Everybody caught fish and they were all prepared and…"
1,https://www.tripadvisor.com/Profile/MrsandmisterH,September 2019,5,Fishing trip with Yiannis and Nancy,"We can fully recommend a day fishing with Yiannis and Nancy. What a lovely couple who makes you feel at home on board on their fishing boat. It’s fun, learning and enjoyable. The food was so tasty and of course the fish was so fresh while we had just pulled them out of the water."
2,https://www.tripadvisor.com/Profile/mexter,September 2019,5,Samos Fishing Trips - a great experience,"My boyfriend and i went on this trip and both of us had a wonderful day. We took off in the morning, stopped to fish for a couple of hours and after catching plenty of fish we went to a beautiful area to swim, relax and have lunch together.  I had no previous experience of…"
3,https://www.tripadvisor.com/Profile/217iinam,August 2019,5,A perfect experience,"The trip felt like visiting local friends from start to finish! We booked the trip because we wanted a bit more private experience, and the 10 people trip was exactly what we were looking for. When we went to book the trip and met Giannis and Nancy we already knew it will be…"
4,https://www.tripadvisor.com/Profile/JoSayer72,August 2019,5,Best Boat Trip EVER,"We have been on several boat trips over the years (lazy days at sea) but never a fishing trip and this trip beats all the rest by far. My husband and I went on this trip with our 7 year old son and although none of us have fished before, we caught around 20 fish between the 3 of…"
0,https://www.tripadvisor.com/Profile/Pkasslb,August 2019,5,GREEK HOSPITALITY AT ITS FINEST! ,This is a MUST do when visiting Samos! Giannis and Nancy along with their daughter Areti provide an experience found nowhere else in Samos! Their expertise in my mind is not the fishing but the hosting and cooking. The fishing was phenomenal but had we caught no fish at all…
1,https://www.tripadvisor.com/Profile/L5064XRsimonea,August 2019,5,The best day of our holiday by miles!,This was such a special day out for us with Giannis and Nancy and their lovely daughter on their fab fishing boat. Just a nice small group of us spent the day out in the water - they were so friendly and helpful - we all caught fish including our 11 year old son who was so…
2,https://www.tripadvisor.com/Profile/Bigbas1967,August 2019,5,Fishing trip,"Great day we had. Giannis and his lovely wife Nancy and daughter made it a special day. Fishing, swimming and eating the fish with very tastefull spaghetti and salade. Enjoyed it very much. Great trip for familys and with friends..Giannis, 10 out of 10 if that could be…"
3,https://www.tripadvisor.com/Profile/KiiraAndMikko,August 2019,5,A day like a dream,Genuine greek hospitality by Nancy and Giannis. Come as a guest leave as a friend is once again true:) It was exciting to try fishing guided by professionals. The stop for swimming in the turquoise water and eating the catch of the day together with our new friends was amazing.…
4,https://www.tripadvisor.com/Profile/janaU3141VG,August 2019,5,Great Day on the Boat,"We had a great day fishing with the captain Jannis and his wife Nancy. Not only we caught a lot of fish and calamari, also the whole day felt really familiar. After a short ride from Pythagorio habour we started fishing right away. Then we went to a really nice beach with epic…"
0,https://www.tripadvisor.com/Profile/karin_m_P,July 2019,5,Brilliant experience!,"We can highly recommend Samos fishing trips which was the highlight of our vacation this year. We went on this tour with our three sons aged 3, 9 and 11 and they enjoyed the day as much as we did.  Yanis and Nancy are absolutely brilliant in making sure that everybody onboard…"
1,https://www.tripadvisor.com/Profile/faulknerelectrical,July 2019,5,Best Day Ever,"We had the most amazing day from start to finish. I have been on many boat trips and this was by far the best ever. We caught over 60 fish between us, my 6 year old daughter even caught 8 fish, it was amazing to see the joy on her face. My 10 year old daughter caught the biggest…"
2,https://www.tripadvisor.com/Profile/895lexv,July 2019,5,Great day out on the sea!,"We were guests in the first week they started their new venture. Giannis and Nansy are superb hosts and born with the hospitality x-factor. €60 pp is nothing for a great day out, with fishing, drinking, eating (fresh fish and salats etc), cruising. A must-do in Pythagorion."
3,https://www.tripadvisor.com/Profile/Denpbr,July 2019,5,An unforgettable day at sea,"This trip is a perfect opportunity to enjoy Samos at its best. The hosts, Giannis and Nancy are very helpful, knowledgeable, and have a passion for what they do. They know the waters and will provide bait and equipment suited for a great fishing experience. They are also helpful…"
4,https://www.tripadvisor.com/Profile/RotemTouitou,July 2019,5,Best Fishing trip ever!!,This was such an amazing day!! More thanks to Yanis and Nancy who are the owners of the boat and the first ones to offer a fishing trip in Samos than anything else ❤️ They gave us a feeling it was our own boat since the moment we met.   All day long they make sure you are having…
0,https://www.tripadvisor.com/Profile/johanscarlet,July 2019,5,Best trip ever,We had an amazing day with Nansy and Giannis on their beautiful fishingboat. Nice catch of the day ...Nansy and Giannis are so helpfull all day long. While Nansy was preparing the fresh fish we caught we could go for a swim . Waaw... really amazing.Food and wine drinks music and…
