,reviewer_profile,date,rating,title,text
0,https://www.tripadvisor.com/Profile/Sianjmorris,September 2020,5,"Fantastic, wonderful and amazing day out.","Samos fishing trips is a fantastic way to spend a day of your holiday on Samos. I Would highly recommend it to everyone of all ages. From the minute you step on board the superb experience begins........  The hosts are very welcoming and professional; this is also an opportunity to learn a new skill and more about Samos sea life.  The delicious lunch, local wine, glorious scenery and views and the occasional sighting of dolphins all add to this amazing day out.  Diolch yn fawr (thank you very much) we will see you next year.  John and Sian"
1,https://www.tripadvisor.com/Profile/mariodA4502YX,September 2020,5,If you visit Samos you need to take this trip!,"We wanted to thank you again for the super nice trip. We can only recommend this excursion to others.Yannis and Nancy give you a very nice welcome, they offer a great program, drinks, swimming and a great atmosphere. This would be the first trip we would do a second time in the same vacation.At noon they cooked a delicious meal by serving the fish we had caught! It could not be fresher.We thank you for the great experience which we will probably never forget.Best wishes,Marina and Mario"
2,https://www.tripadvisor.com/Profile/juliuso344,September 2020,5,Great Hospitality,"An amazing tour, with people whom are so super friendly and nice. A hidden gem and really a recommendation!"
3,https://www.tripadvisor.com/Profile/philippehelmbaek,August 2020,5,Exceptional daytrip,"Yiannis and Nancy are the sweetest people on earth, and make you feel at home instantly when you arrive at their boat. The trip is amazing where you have time to learn and fish, and get the experience to eat delicious fresh fish after 1 hour. Nancy’s cooking is incredible, and will never forget “Nancy’s spagetthi”. The trip is for everyone and an awesome environment to swim in beautiful places and see the island from the sea. You’ll get a fun day with some lovely warm people, and definetely a trip you will remember for the rest of your life.If you are on Samos, you HAVE to go on this trip."
4,https://www.tripadvisor.com/Profile/330normav,August 2020,5,Fantastic,Our best day at Samos! Beautifull locations for fishing and swimming. Excellent food and wine! The hosts are so welcoming and friendly we had a great day!
0,https://www.tripadvisor.com/Profile/Markv2624,August 2020,5,A day on the waters of Samos,It was a day to never forget. The crew was verry kind and the food was cooked fresh onboard. We caught a variety of fish. After fishing we went swimming in the most beautyful bay of Samos with blue waters.
1,https://www.tripadvisor.com/Profile/noad550,August 2020,5,Fantastic,"Dear Nancy and Giannis,Thank you for the wonderful day. We enjoyed everything... The fishing was a great experience, the lunch was outstanding. Your kindness and enthousiasm is appreciated in many ways. We will meet again. To others: I would recommend this trip to everyone..."
2,https://www.tripadvisor.com/Profile/986niekr,July 2020,5,One of the best days on the island,Amazing day with 2 of the nicest people you'll meet! Beautiful swimming locations and everybody will catch fish!
3,https://www.tripadvisor.com/Profile/petrabI6201XL,August 2020,5,Fantastic and amazing fishing trip,"What an amazing day i had yesterday with this lovely couple Giannis and Nansy.  So good organized, beautiful and delicious food, super cold drinks, we had a fantastic group of people and you visit the most beautiful bay's of Samos. I will make the trip again."
4,https://www.tripadvisor.com/Profile/Gaelle123A,July 2020,5,Amazing day trip,"I booked this excursion as a surprise for my husband and father. They had the most amazing day! We dropped them off just before 9AM and picked them up around 7PM. When we picked them up they couldn’t stop talking about how awesome everything was. They were super happy with what they caught and couldn’t stop commenting on how friendly and accommodating Nancy and Yanis had been, and Nancy’s is worthy of Michelin stat chefs :) They also went out to swim in a little bay with the most beautiful shades of blue they had ever seen. They went with a group of nine, mixed ages, nationalities, men and women and everyone seemed to have had a blast. They also caught so much fish we got to take some home for the next day. Don’t doubt it, you’ll have a great day out! We’ll be back and next time mum and I will join the fishing party:)"
0,https://www.tripadvisor.com/Profile/Fittiworld,September 2019,5,Simply the best....,"Amazing boat trip with Yiannis and Nancy on honeymoon holiday. What an experience, 10 of us started and by the end of the day we were all friends. Yiannis had so much time for everyone and Nancy’s cooking was first class. Everybody caught fish and they were all prepared and cooked on board and enjoyed by all.The 440hp engine gets you there very fast so had lots more time fishing and swimming in beautiful location than other trips I have tried.I can not recommend these lovely people highly enough, so go ahead and treat yourself to this trip.Can’t wait for next years trip but I fear booking will be required..."
1,https://www.tripadvisor.com/Profile/MrsandmisterH,September 2019,5,Fishing trip with Yiannis and Nancy,"We can fully recommend a day fishing with Yiannis and Nancy. What a lovely couple who makes you feel at home on board on their fishing boat. It’s fun, learning and enjoyable. The food was so tasty and of course the fish was so fresh while we had just pulled them out of the water."
2,https://www.tripadvisor.com/Profile/mexter,September 2019,5,Samos Fishing Trips - a great experience,"My boyfriend and i went on this trip and both of us had a wonderful day. We took off in the morning, stopped to fish for a couple of hours and after catching plenty of fish we went to a beautiful area to swim, relax and have lunch together.  I had no previous experience of fishing but that wasn’t a problem at all. The kind hosts taught me everything I needed to know and I felt well taken care of. The lunch, including the fish that we caught earlier, was so delicious! And it really felt like hanging out with good friends, all thanks to the warm and friendly hosts who made everyone feel comfortable and happy. So, I recommend to go on this trip if you wanna have a fun and relaxed day on the sea, meet some new friends and experience the greek hospitality at its best. Thank you Nancy and Giannis!"
3,https://www.tripadvisor.com/Profile/217iinam,August 2019,5,A perfect experience,"The trip felt like visiting local friends from start to finish! We booked the trip because we wanted a bit more private experience, and the 10 people trip was exactly what we were looking for. When we went to book the trip and met Giannis and Nancy we already knew it will be awesome, and the day itself could not have been better. From the start Giannis told us to make ourselves at home and think the of boat as our own. We saw dolphins, caught a lot of fish and calamari too, Nancy cooked them for us (food was perfect!) and we got to swim and drink and laugh the whole day. Thank you so much!"
4,https://www.tripadvisor.com/Profile/JoSayer72,August 2019,5,Best Boat Trip EVER,"We have been on several boat trips over the years (lazy days at sea) but never a fishing trip and this trip beats all the rest by far. My husband and I went on this trip with our 7 year old son and although none of us have fished before, we caught around 20 fish between the 3 of us. This is not a trip with lots of people, there were only 8 of us in total, and Giannis, Nancy and their daughter Areti took care of everyone and made it such an amazing day. Giannis taught us how to fish and Nancy is the most phenomenal cook, (the shrimp spaghetti is to die for), and they are the most genuine and lovely family you could wish to meet.  Giannis also taught the boys (there was also another boy of around 12 years old) how to clean and gut the fish. There was beer and soft drinks that you could help yourself to and excellent wine with lunch. We stopped at a beautiful bay to swim where the water is crystal clear and that is only used by a few locals as it is only reached by boat or by a hike down the mountain, so there were only around 10 other people around. This is by far the best trip you will find in Samos with the most beautiful people who genuinely love the company of their guests and who soon turn into friends. All the best with your business and keep in touch. xxx "
0,https://www.tripadvisor.com/Profile/Pkasslb,August 2019,5,GREEK HOSPITALITY AT ITS FINEST! ,"This is a MUST do when visiting Samos! Giannis and Nancy along with their daughter Areti provide an experience found nowhere else in Samos! Their expertise in my mind is not the fishing but the hosting and cooking. The fishing was phenomenal but had we caught no fish at all would not have mattered. This beautiful family is what made our day. They are genuinely good people and Nancy is a PHENOMENAL cook! The greek feast she prepared for us at sea was amazing! The seafood pasta was to die for! The day was split up between fishing,swimming, drinking greek beer and feasting on greek food and wine....lots of it! We stopped at a beautiful beach that is frequented by locals and only reachable by boat or 850m hike down a mountainside. One word breathtaking. My family is from Samos and this felt like a family get together rather than an excursion. I can't thank them enough for making our family feel like part of theirs! Efharisto Poli, méchri na synantithoúme xaná! "
1,https://www.tripadvisor.com/Profile/L5064XRsimonea,August 2019,5,The best day of our holiday by miles!,"This was such a special day out for us with Giannis and Nancy and their lovely daughter on their fab fishing boat. Just a nice small group of us spent the day out in the water - they were so friendly and helpful - we all caught fish including our 11 year old son who was so excited to then help clean the fish and eat the freshest of lunches with fish that he caught himself! We stopped at a beautiful hidden bay to swim, where the water was bluest I have ever seen.Nancy cooked an incredible lunch for everyone, with delicious wine too.I would say that this trip is a must do if you visit Samos."
